5.877229527705850880e+17,1.237648673995489792e+18,1.901056208558030036e+00,1.382758345060588479e-01
5.877229533066694400e+17,1.237648674531574016e+18,2.196663469151313386e+00,2.069917843160239412e-01
5.877229543805422080e+17,1.237648675605446912e+18,1.839883926472972053e+00,1.868166627545241043e-01
5.877229817344165120e+17,1.237648702959321344e+18,2.385606273598312121e+00,1.483138629938682285e-01
5.877229817700033280e+17,1.237648702994907392e+18,2.657394585211275917e+00,3.459576573239619424e-01
5.877229822854432000e+17,1.237648703510348032e+18,2.720340221751378351e+00,1.837822922953581406e-01
5.877229822984195840e+17,1.237648703523324160e+18,2.720340221751378351e+00,1.210355902854938770e-01
5.877229828192340480e+17,1.237648704044138752e+18,2.385606273598312121e+00,3.260277050891048356e-01
5.877229828408611840e+17,1.237648704065765888e+18,3.266062568876718863e+00,2.786513921177698472e-01
5.877229833527624960e+17,1.237648704577667328e+18,3.010299956639812091e+00,1.459999006868080151e-01
5.877229833721616640e+17,1.237648704597066496e+18,3.010299956639812091e+00,1.844312355457570218e-01
5.877229833729478400e+17,1.237648704597852416e+18,1.989700043360187909e+00,9.569396292933318726e-02
5.877229838921237760e+17,1.237648705117028608e+18,2.614393726401687879e+00,2.705250268519969747e-01
5.877229838988739840e+17,1.237648705123778816e+18,3.266062568876718863e+00,2.457009488978165734e-01
5.877229839100153600e+17,1.237648705134919936e+18,2.559416804894371733e+00,1.552096558077638022e-01
5.877229844207371520e+17,1.237648705645641984e+18,2.525749891599530450e+00,5.723614802035962290e-01
5.877241977379880960e+17,1.237649918962893056e+18,2.385606273598312121e+00,2.241931843881058428e-01
5.877241977396921600e+17,1.237649918964596992e+18,3.010299956639812091e+00,1.955163278757978684e-01
5.877241988134339840e+17,1.237649920038338816e+18,3.634993639681311617e+00,2.247084742073723884e-01
5.877241988200531200e+17,1.237649920044957696e+18,2.385606273598312121e+00,1.524989277648281238e-01
5.877241988212327680e+17,1.237649920046137600e+18,2.261488354973151704e+00,1.049853431528704473e-01
5.877241998875690240e+17,1.237649921112473856e+18,1.989700043360187909e+00,1.643553548484584237e-01
5.877242326429862400e+17,1.237649953867890944e+18,2.559416804894371733e+00,1.236320334362077111e-01
5.877242331736966400e+17,1.237649954398601472e+18,2.720340221751378351e+00,2.074202331508762098e-01
5.877242406946081280e+17,1.237649961919512832e+18,2.196663469151313386e+00,3.760770905246810791e-01
5.877242412266946560e+17,1.237649962451599360e+18,1.839883926472972053e+00,1.035035006030906035e-01
5.877242428362589440e+17,1.237649964061163520e+18,2.385606273598312121e+00,2.470240329949447977e-01
5.877246498009908480e+17,1.237650371025895680e+18,2.196663469151313386e+00,8.150343929132641829e-02
5.877246508662131200e+17,1.237650372091117824e+18,3.010299956639812091e+00,3.722200610215587457e-01
5.877250390156903680e+17,1.237650760240594944e+18,2.614393726401687879e+00,6.732412548122707063e-02
5.877250400997868800e+17,1.237650761324691712e+18,2.129843661361405349e+00,1.894299837121961594e-01
5.877250406263031040e+17,1.237650761851207936e+18,2.385606273598312121e+00,7.390145449628648944e-02
5.877250406285968640e+17,1.237650761853501696e+18,2.614393726401687879e+00,1.957901367687974736e-01
5.877250406374442240e+17,1.237650761862348800e+18,2.821357152192812912e+00,1.519211915573850380e-01
5.877250411741185280e+17,1.237650762399023360e+18,3.494850021680094176e+00,nan
5.877250417113171200e+17,1.237650762936221952e+18,3.494850021680094176e+00,2.697874819254375556e-01
5.877250749895805440e+17,1.237650796214484992e+18,1.989700043360187909e+00,6.107895904425131306e-02
5.877250749927262720e+17,1.237650796217630976e+18,3.010299956639812091e+00,8.318011176145179153e-02
5.877254706747148800e+17,1.237651191899619584e+18,3.266062568876718863e+00,2.616921826621969593e-01
5.877254754917419520e+17,1.237651196716646656e+18,2.385606273598312121e+00,8.152188057330256310e-02
5.877254915991799040e+17,1.237651212824084736e+18,1.901056208558030036e+00,1.276860805984744607e+00
5.877255055572339200e+17,1.237651226782138624e+18,2.720340221751378351e+00,1.660913618721313045e-01
5.877255055572340480e+17,1.237651226782138624e+18,2.385606273598312121e+00,1.311751816281784555e-01
5.877255501363283200e+17,1.237651271361233152e+18,2.385606273598312121e+00,1.645651616895703606e-01
5.877255511981427200e+17,1.237651272423047424e+18,2.614393726401687879e+00,2.513776912175483269e-01
5.877255512050894080e+17,1.237651272429994240e+18,3.266062568876718863e+00,2.525474606016112067e-01
5.877255512058758400e+17,1.237651272430780672e+18,2.614393726401687879e+00,1.996837884766291538e-01
5.877255512130848000e+17,1.237651272437989376e+18,3.345033904792877877e+00,3.367026325858957225e-02
5.877255517482517760e+17,1.237651272973156352e+18,2.385606273598312121e+00,1.863894168180512123e-01
5.877255522699184640e+17,1.237651273494823168e+18,2.821357152192812912e+00,1.287907413648403665e-01
5.877255522758821120e+17,1.237651273500786944e+18,2.385606273598312121e+00,1.055344538171890667e-01
5.877255764247841280e+17,1.237651297649688832e+18,2.614393726401687879e+00,2.528398519724857629e-01
5.877255780339550720e+17,1.237651299258859776e+18,3.184110487935871703e+00,-5.671636324722895139e-02
5.877255903819860480e+17,1.237651311606890752e+18,2.385606273598312121e+00,1.686500255088567435e-01
5.877255903821169920e+17,1.237651311607021824e+18,2.870156338638594207e+00,2.585439090899467884e-01
5.877255903859837440e+17,1.237651311610888448e+18,2.821357152192812912e+00,8.282629954298570407e-02
