specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other,u,g,r,i,z,petroRadErr_r
462775954339555328,587731512617926834,172.579,29.4198,119.5559,123.261,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462775954339555328,587731512617926834,172.579,29.4198,119.5559,123.261,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462775954339555328,587731512617926834,172.579,29.4198,119.5559,123.261,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462777877545379840,587731512617926834,171.2891,30.65874,101.3239,121.2532,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462777877545379840,587731512617926834,171.2891,30.65874,101.3239,121.2532,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462777877545379840,587731512617926834,171.2891,30.65874,101.3239,121.2532,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
462777877545379840,587731512617926834,171.2891,30.65874,101.3239,121.2532,0.644999980926514,0.257999995723367,0.0970000028610229,20.12818,18.5751,17.68511,17.24769,16.95345,0.3557427
463915599114823680,587731512081580211,724.4296,133.3276,299.6153,653.9188,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463915599114823680,587731512081580211,724.4296,133.3276,299.6153,653.9188,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463915599114823680,587731512081580211,724.4296,133.3276,299.6153,653.9188,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463918078435026944,587731512081580211,724.1271,149.3677,323.5279,677.6343,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
463918078435026944,587731512081580211,724.1271,149.3677,323.5279,677.6343,0.688000023365021,0.217999998480082,0.0939999967813492,19.56126,17.97906,17.23839,16.8032,16.58367,0.2715303
