specObjID,bestobjid,oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,elliptical,spiral,other
1986113332360275968,587735346963021934,82.8013,116.9735,124.2502,478.5665,0.611000001430511,0.213000006508082,0.177000004798174
2250675896694368256,587739609701417107,11.70011,45.28476,88.84788,226.5933,0.439000010490417,0.562000006437302,0
2250675896694368256,587739609701417107,11.70011,45.28476,88.84788,226.5933,0.439000010490417,0.562000006437302,0
2727083574720227328,587741816234967394,21.35809,75.54559,161.5446,373.2989,0.717999994754791,0.0769999995827675,0.205000005662441
626061954259118080,588009365864120366,6181.523,1465.119,431.5235,4877.626,0.467000007629395,0.233000002801418,0.300000011920929
626061954259118080,588009365864120366,6181.523,1465.119,431.5235,4877.626,0.467000007629395,0.233000002801418,0.300000011920929
626061954259118080,588009365864120366,6181.523,1465.119,431.5235,4877.626,0.467000007629395,0.233000002801418,0.300000011920929
636157673951225856,587727944027078928,7.297437,35.48959,81.06982,178.1586,0.689999997615814,0.207000002264977,0.103000000119209
636157673951225856,587727944027078928,7.297437,35.48959,81.06982,178.1586,0.689999997615814,0.207000002264977,0.103000000119209
856862956443428864,587728931876241418,410.7068,268.2847,310.1331,1218.686,0.160999998450279,0.644999980926514,0.194000005722046
856862956443428864,587728931876241418,410.7068,268.2847,310.1331,1218.686,0.160999998450279,0.644999980926514,0.194000005722046
879399610190161920,588011123577454710,5.401433,36.82133,76.54546,159.0421,0.439999997615814,0.45099999755621,0.107999999076128
1634877360568297472,588017719571513412,190.5666,64.62717,42.17938,241.2087,0.028999999165535,0.922999985516071,0.0470000002533197
1634877360568297472,588017719571513412,190.5666,64.62717,42.17938,241.2087,0.028999999165535,0.922999985516071,0.0470000002533197
1634877360568297472,588017719571513412,190.5666,64.62717,42.17938,241.2087,0.028999999165535,0.922999985516071,0.0470000002533197
1634877360568297472,588017719571513412,190.5666,64.62717,42.17938,241.2087,0.028999999165535,0.922999985516071,0.0470000002533197
2410575403199522816,587739379915686019,275.1557,165.795,165.4162,576.6859,0.432000011205673,0.431999996304512,0.135000005364418
2410591071240218624,587739406796128353,624.8972,507.6145,599.6528,1945.894,0.43299999833107,0.166000001132488,0.399999991059303
2651580106140575744,587741602022424682,18.63718,54.13486,80.00661,234.9158,0.333000004291534,0.639000002294779,0.0280000008642673
2651657071954520064,587741602023211164,136.6472,112.2506,75.44972,400.1779,0.321000009775162,0.465000003576279,0.215000003576279
2670684944904251392,587742013270196366,20.20588,53.48358,93.66966,253.4525,0.111000001430511,0.814000010490417,0.0740000009536743
2670684944904251392,587742013270196366,20.20588,53.48358,93.66966,253.4525,0.111000001430511,0.814000010490417,0.0740000009536743
336801055465564160,587722983898873958,232.007,149.8015,109.5739,552.3879,0.448000013828278,0.24100000411272,0.310000002384186
336801055465564160,587722983898873958,232.007,149.8015,109.5739,552.3879,0.448000013828278,0.24100000411272,0.310000002384186
513560472901937152,587724241226694659,1542.051,597.0058,288.4152,2338.315,0.617999970912933,0.160000001545995,0.223000003956258
513560472901937152,587724241226694659,1542.051,597.0058,288.4152,2338.315,0.617999970912933,0.160000001545995,0.223000003956258
513560472901937152,587724241226694659,1542.051,597.0058,288.4152,2338.315,0.617999970912933,0.160000001545995,0.223000003956258
526965443823429632,588848900429185459,19.15969,68.30816,107.7142,286.2925,0.672999978065491,0.108999997377396,0.218000002205372
1000948426482935808,587731872846709171,9.745543,64.88586,130.4202,325.1211,0.190999999642372,0.106000000610948,0.702000007033348
2796882497802102784,587742062675034221,14.61494,44.26413,66.12603,192.7049,0.100000001490116,0.882999990135431,0.0160000005271286
2895870428662753280,587745539970826661,57.21929,100.7779,118.1219,359.7862,0.462000012397766,0.346000004559755,0.19200000166893
2912849363472508928,587742012733915233,343.3452,213.0119,151.3855,785.4251,0.211999997496605,0.484999991953373,0.302999995648861
2912849363472508928,587742012733915233,343.3452,213.0119,151.3855,785.4251,0.211999997496605,0.484999991953373,0.302999995648861
485377515427227648,587725775066235237,41.44832,73.19336,80.52654,286.9711,0.587999999523163,0.234999999403954,0.175999999046326
738662942693681152,587727225694650487,99.52483,101.3214,121.2381,498.6609,0.5,0.281999990344048,0.218999996781349
738662942693681152,587727225694650487,99.52483,101.3214,121.2381,498.6609,0.5,0.281999990344048,0.218999996781349
743233338138978304,587727180068421650,959.1702,686.9867,626.0793,2708.17,0.25,0.125,0.625999987125397
1014554057873844224,587731913111240754,1223.59,714.7429,428.5485,2583.604,0.675999999046326,0.118000000715256,0.206000000238419
1014554057873844224,587731913111240754,1223.59,714.7429,428.5485,2583.604,0.675999999046326,0.118000000715256,0.206000000238419
1543613217656301568,588017625082364006,62.83572,101.4163,133.9728,417.342,0.513999998569489,0.257000006735325,0.229000002145767
2072930221136308224,587739133493969058,18.75767,65.24509,89.76534,294.2993,0.818000018596649,0,0.181999996304512
2072930221136308224,587739133493969058,18.75767,65.24509,89.76534,294.2993,0.818000018596649,0,0.181999996304512
2572847100589008896,587741532771582107,7.213168,30.22759,60.7947,171.9287,0.0399999991059303,0.0569999990984797,0.903000025078654
2572847100589008896,587741532771582107,7.213168,30.22759,60.7947,171.9287,0.0399999991059303,0.0569999990984797,0.903000025078654
439259323810473984,587731187817054247,215.8321,152.0863,154.1566,529.8879,0.0410000011324883,0.122000001370907,0.837000012397766
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
645173670976710656,587728879802712201,12.98774,84.43398,175.3547,401.4645,0.0799999982118607,0.919999971985817,0
653108297359976448,587728879807758477,373.5027,337.9465,414.9702,1537.336,0.324000000953674,0.233999997377396,0.44200000166893
665580326826829824,587729160055619777,29.15064,147.5752,374.3585,966.1235,0.586000025272369,0.310000002384186,0.103000000119209
665580326826829824,587729160055619777,29.15064,147.5752,374.3585,966.1235,0.586000025272369,0.310000002384186,0.103000000119209
889516767573993472,588011122510528599,274.1743,336.3684,393.7142,1194.345,0.570999979972839,0.200000002980232,0.229000002145767
889520615730472960,588011122510528599,283.3498,338.2522,392.3935,1234.912,0.570999979972839,0.200000002980232,0.229000002145767
2401651219639592960,587739407330836568,26.99544,78.5145,129.5855,393.6451,0.481000006198883,0.444000005722046,0.0740000009536743
2401651219639592960,587739407330836568,26.99544,78.5145,129.5855,393.6451,0.481000006198883,0.444000005722046,0.0740000009536743
3319185437351766016,587736783073837347,9.06799,60.96273,122.6547,278.8119,0.592999994754791,0.355000004172325,0.051000002771616
3319185437351766016,587736783073837347,9.06799,60.96273,122.6547,278.8119,0.592999994754791,0.355000004172325,0.051000002771616
3319185437351766016,587736783073837347,9.06799,60.96273,122.6547,278.8119,0.592999994754791,0.355000004172325,0.051000002771616
703727060182394880,587725993572565111,792.781,465.4312,489.3888,1860.762,0.583000004291534,0.0839999988675117,0.333000004291534
703727060182394880,587725993572565111,792.781,465.4312,489.3888,1860.762,0.583000004291534,0.0839999988675117,0.333000004291534
711724081887602688,587729231981969530,917.97,367.645,153.0331,1253.004,0.644999980926514,0.129000004380941,0.226000007241964
711724081887602688,587729231981969530,917.97,367.645,153.0331,1253.004,0.644999980926514,0.129000004380941,0.226000007241964
711724081887602688,587729231981969530,917.97,367.645,153.0331,1253.004,0.644999980926514,0.129000004380941,0.226000007241964
1479528736029173760,587731891651936408,226.8488,183.2773,146.6383,603.6717,0.354999989271164,0.354999989271164,0.28999999165535
2937600200518166528,588023669707702428,17.46906,72.51169,192.8424,487.7582,0.695999979972839,0.215999998152256,0.0869999974966049
