dr7objid,dr8objid,distance
587739157654405281,1237664878879309972,7.66732010124278E-06
587739157654405281,1237664878879309972,7.66732010124278E-06
587739159264493729,1237664880489398471,3.81872946652479E-06
587739159264493729,1237664880489398471,3.81872946652479E-06
587739159264493729,1237664880489398471,3.81872946652479E-06
587739303943864441,1237665024900333716,5.81096381879913E-06
587739303943864441,1237665024900333716,5.81096381879913E-06
587739303943864441,1237665024900333716,5.81096381879913E-06
587739376705929414,1237665097930834103,2.78345812816808E-06
587739376705929414,1237665097930834103,2.78345812816808E-06
587739376705929414,1237665097930834103,2.78345812816808E-06
587739377766957247,1237665098991861944,3.64314693908907E-06
587739377766957247,1237665098991861944,3.64314693908907E-06
587739377766957247,1237665098991861944,3.64314693908907E-06
587739380448690376,1237665101673595110,6.40043419583287E-06
587739380453081243,1237665101677985956,1.78127743082095E-06
587739380453081243,1237665101677985956,1.78127743082095E-06
587739380453081243,1237665101677985956,1.78127743082095E-06
587739405717078177,1237665126941982929,1.10113276510831E-05
587739405717078177,1237665126941982929,1.10113276510831E-05
587739406231470199,1237665127456374888,2.05323263601691E-06
587739406240383129,1237665127465287865,3.62668474062537E-06
587739406240383129,1237665127465287865,3.62668474062537E-06
587739406240383129,1237665127465287865,3.62668474062537E-06
587739406240383129,1237665127465287865,3.62668474062537E-06
587739406242087043,1237665127466991721,4.61894422593071E-06
587739406766178490,1237665127991083181,8.93399841612099E-06
587739406766178490,1237665127991083181,8.93399841612099E-06
587739406766637254,1237665127991541981,6.34346408860306E-07
587739406789509278,1237665128014413970,5.21727093693598E-06
587739406789509278,1237665128014413970,5.21727093693598E-06
587739407340863707,1237665128565768394,3.54219708079158E-06
587739407340863707,1237665128565768394,3.54219708079158E-06
587739407832580437,1237665129057485108,4.53451544971274E-06
587739407832580437,1237665129057485108,4.53451544971274E-06
587739407832580437,1237665129057485108,4.53451544971274E-06
587739407833759962,1237665129058664642,1.11759551394457E-05
587739407833759962,1237665129058664642,1.11759551394457E-05
587739407846670473,1237665129071575178,2.09636264925239E-06
587739407846670473,1237665129071575178,2.09636264925239E-06
587739407846670473,1237665129071575178,2.09636264925239E-06
587739408388063429,1237665129612968121,8.85843150492168E-06
587739408388063429,1237665129612968121,8.85843150492168E-06
587739459370811503,1237665180595716194,1.09172681314849E-06
587739459370811503,1237665180595716194,1.09172681314849E-06
587739609155436648,1237665330380341348,5.35773537314292E-06
587739609155436648,1237665330380341348,5.35773537314292E-06
587739630095827074,1237665351320731795,9.72085429279603E-06
587739630095827074,1237665351320731795,9.72085429279603E-06
587739646748065911,1237665367972970596,7.09624346152656E-07
587739706877608095,1237665428102512786,7.7630891481104E-06
587739707421229466,1237665428646134183,1.01970966213007E-05
587739707421229466,1237665428646134183,1.01970966213007E-05
587739707952332929,1237665429177237626,3.46814506004325E-06
587739720823603307,1237665442048508031,5.76018792682894E-06
587739720832385163,1237665442057289873,1.39118131440331E-06
587739721907699785,1237665443132604479,1.29527278982067E-06
587739721911959659,1237665443136864414,4.34861163551094E-06
587739721911959659,1237665443136864414,4.34861163551094E-06
587739721911959659,1237665443136864414,4.34861163551094E-06
587739721913991243,1237665443138895934,1.64798221502307E-05
587739721913991243,1237665443138895934,1.64798221502307E-05
587739810484453518,1237665531709358228,2.06211731410432E-06
587739810484453518,1237665531709358228,2.06211731410432E-06
587739810484453518,1237665531709358228,2.06211731410432E-06
587739811023749434,1237665532248654121,4.00294365603908E-06
587739811023749434,1237665532248654121,4.00294365603908E-06
587739811035873665,1237665532260778454,1.4995533264056E-05
587739811035873665,1237665532260778454,1.4995533264056E-05
587739811558391828,1237665532783296642,1.95326520763036E-06
587739811564028190,1237665532788932912,1.1696823754411E-06
587739827668189356,1237665548893094073,7.28710383306282E-06
587739827668189356,1237665548893094073,7.28710383306282E-06
587739828202635459,1237665549427540172,5.69952668923966E-07
587739828742324342,1237665549967229037,6.65466922140753E-06
587739828752810040,1237665549977714743,5.9520944723007E-06
587739829277163700,1237665550502068464,6.40843607508195E-06
587739829278343325,1237665550503248054,8.79396594321256E-07
587739829278343325,1237665550503248054,8.79396594321256E-07
587739844310990999,1237665565535895687,7.17473774721275E-06
587739845918523486,1237665567143428170,3.25664592819231E-06
587741387275108738,1237667108500013387,8.14126245870206E-07
587741387275108738,1237667108500013387,8.14126245870206E-07
587741387275108738,1237667108500013387,8.14126245870206E-07
587741421097255164,1237667142322159926,6.68522403297733E-06
587741421097255164,1237667142322159926,6.68522403297733E-06
587741421641269368,1237667142866174090,2.92651929554813E-06
587741490351374431,1237667211576279154,6.94118259931077E-06
587741490351374431,1237667211576279154,6.94118259931077E-06
587741490351964458,1237667211576869098,7.53562616490723E-06
587741490351964458,1237667211576869098,7.53562616490723E-06
587741490351964458,1237667211576869098,7.53562616490723E-06
587741490894536937,1237667212119441638,1.10420627239182E-05
587741490894536937,1237667212119441638,1.10420627239182E-05
587741490894536937,1237667212119441638,1.10420627239182E-05
587741490901942380,1237667212126847083,2.87850259072567E-06
587741490901942380,1237667212126847083,2.87850259072567E-06
587741490906660982,1237667212131565677,2.08603375477324E-05
587741490906660982,1237667212131565677,2.08603375477324E-05
587741532231631125,1237667253456535851,1.25022754609501E-06
587741532766798158,1237667253991702905,2.13024930514056E-06
587741600416858225,1237667321641762937,3.83820154854682E-05
587741600416858225,1237667321641762937,3.83820154854682E-05
587741600953336002,1237667322178240699,6.19575913738544E-06
587741602021310533,1237667323246215221,5.49582708855967E-06
587741602033041620,1237667323257946336,2.17464812956846E-06
587741708345671841,1237667429570576496,8.31396333049599E-06
587741708345671841,1237667429570576496,8.31396333049599E-06
587741708345671841,1237667429570576496,8.31396333049599E-06
587741709413908582,1237667430638813279,3.02256816183672E-06
587741709413908582,1237667430638813279,3.02256816183672E-06
587741709938852223,1237667431163756956,1.70335131276144E-06
587741709938983175,1237667431163887853,1.17051215479464E-05
587741725510992006,1237667446735896722,2.01143878555054E-05
587741725510992006,1237667446735896722,2.01143878555054E-05
587741725510992006,1237667446735896722,2.01143878555054E-05
587741726580146316,1237667447805050998,2.82130273417385E-06
587741727654412399,1237667448879317061,2.7757827088852E-06
587741727654412399,1237667448879317061,2.7757827088852E-06
587741815173611630,1237667536398516313,5.84665587804614E-06
587741815710417132,1237667536935321833,7.8777503677363E-06
587741815711072270,1237667536935977029,7.76091884427382E-06
587741820527902974,1237667541752807726,2.49536813368074E-06
587741820527902974,1237667541752807726,2.49536813368074E-06
587741828041670813,1237667549266575495,2.41132734404869E-06
587741828041670813,1237667549266575495,2.41132734404869E-06
587742012756787279,1237667733981691965,3.1956939087228E-07
587742013283041449,1237667734507946124,2.25749945015358E-06
587742013816963274,1237667735041868061,3.92092424627452E-06
587742013842325667,1237667735067230597,3.96060726426996E-06
587742060522504421,1237667781747409136,2.29035826155769E-05
587742060545900746,1237667781770805448,1.01764443249333E-06
587742061621280948,1237667782846185732,2.86293147137125E-06
587742061621280948,1237667782846185732,2.86293147137125E-06
587742061624557764,1237667782849462472,4.67815722858266E-06
587742061624557764,1237667782849462472,4.67815722858266E-06
587742061624557764,1237667782849462472,4.67815722858266E-06
587742061624557764,1237667782849462472,4.67815722858266E-06
587742061625016478,1237667782849921180,1.71718834728397E-06
587742062134165621,1237667783359070300,1.13410814998011E-05
587742062134165621,1237667783359070300,1.13410814998011E-05
587742062134165621,1237667783359070300,1.13410814998011E-05
587742062160904445,1237667783385809134,1.94638376312319E-06
587742062160904445,1237667783385809134,1.94638376312319E-06
587742062695350453,1237667783920255150,1.8229908278726E-06
587742062695350453,1237667783920255150,1.8229908278726E-06
587742062695350453,1237667783920255150,1.8229908278726E-06
587742190434713680,1237667911659618383,7.73255061341322E-07
587742190434713680,1237667911659618383,7.73255061341322E-07
587742190973288635,1237667912198193395,5.92879726363771E-06
587742190973681742,1237667912198586428,5.91215176577338E-06
587742190973681742,1237667912198586428,5.91215176577338E-06
587742190978138196,1237667912203042885,1.69541889502317E-05
587742190978138196,1237667912203042885,1.69541889502317E-05
587742190978138196,1237667912203042885,1.69541889502317E-05
587742191528509704,1237667912753414422,6.82473659685888E-06
587742550687154409,1237668271912059116,2.40380815672031E-06
587742551214981302,1237668272439886055,6.86290155177479E-06
