587722952770585097,1237648673995489776,0.0,0.0,0.0
587722953306669460,1237648674531574095,0.0,0.0,0.0
587722954380542264,1237648675605446927,0.0,0.0,0.0
587722981734416556,1237648702959321260,0.0,0.0,0.0
587722981770003285,1237648702994907475,0.0,0.0,0.0
587722982285443193,1237648703510347945,0.0,0.0,0.0
587722982298419532,1237648703523324206,0.0,0.0,0.0
587722982819233998,1237648704044138697,0.0,0.0,0.0
587722982840861239,1237648704065765998,0.0,0.0,0.0
587722983352762532,1237648704577667254,0.0,0.0,0.0
587722983372161650,1237648704597066454,0.0,0.0,0.0
587722983372947777,1237648704597852432,0.0,0.0,0.0
587722983892123805,1237648705117028532,0.0,0.0,0.0
587722983898873958,1237648705123778817,0.0,0.0,0.0
587722983910015309,1237648705134920015,0.0,0.0,0.0
587722984420737188,1237648705645641944,0.0,0.0,0.0
587724197737988108,1237649918962892929,0.0,0.0,0.0
587724197739692219,1237649918964596902,0.0,0.0,0.0
587724198813434003,1237649920038338706,0.0,0.0,0.0
587724198820053117,1237649920044957812,0.0,0.0,0.0
587724198821232756,1237649920046137510,0.0,0.0,0.0
587724199887569058,1237649921112473766,0.0,0.0,0.0
587724232642986191,1237649953867890906,0.0,0.0,0.0
587724233173696667,1237649954398601412,0.0,0.0,0.0
587724240694608065,1237649961919512770,0.0,0.0,0.0
587724241226694659,1237649962451599440,0.0,0.0,0.0
587724242836258907,1237649964061163591,0.0,0.0,0.0
587724649800990843,1237650371025895570,0.0,0.0,0.0
587724650866213071,1237650372091117776,0.0,0.0,0.0
587725039015690317,1237650760240595032,0.0,0.0,0.0
587725040099786936,1237650761324691637,0.0,0.0,0.0
587725040626303102,1237650761851207910,0.0,0.0,0.0
587725040628596896,1237650761853501640,0.0,0.0,0.0
587725040637444196,1237650761862348897,0.0,0.0,0.0
587725041174118583,1237650762399023286,0.0,0.0,0.0
587725041711317180,1237650762936221910,0.0,0.0,0.0
587725074989580555,1237650796214485054,0.0,0.0,0.0
587725074992726237,1237650796217630959,0.0,0.0,0.0
587725470674714825,1237651191899619530,0.0,0.0,0.0
587725475491741900,1237651196716646629,0.0,0.0,0.0
587725491599179904,1237651212824084614,0.0,0.0,0.0
587725505557233924,1237651226782138646,0.0,0.0,0.0
587725505557233989,1237651226782138727,0.0,0.0,0.0
587725550136328325,1237651271361233032,0.0,0.0,0.0
587725551198142664,1237651272423047354,0.0,0.0,0.0
587725551205089402,1237651272429994148,0.0,0.0,0.0
587725551205875852,1237651272430780550,0.0,0.0,0.0
587725551213084773,1237651272437989456,0.0,0.0,0.0
587725551748251770,1237651272973156456,0.0,0.0,0.0
